scope,field_a,field_b,correlation_kind,pearson_or_phi,spearman,n
full_filtered,play_time_ms,explicit_positive,continuous_vs_binary,0.20000669224494647,0.1909524737813301,1134420
full_filtered,play_time_ms,deep_engagement,continuous_vs_binary,0.6202172104890185,0.7965966272611584,1134420
full_filtered,duration_ms,is_click,continuous_vs_binary,0.011385316924594787,0.036356723426969356,1134420
full_filtered,duration_ms,long_view,continuous_vs_binary,0.003175110759570156,0.028657144405323708,1134420
full_filtered,duration_ms,is_like,continuous_vs_binary,-0.030827019009857903,-0.03822767092952698,1134420
full_filtered,duration_ms,is_follow,continuous_vs_binary,0.004032935863870381,0.004746406808901792,1134420
full_filtered,duration_ms,is_comment,continuous_vs_binary,-0.005832772341831913,-0.007453823165300384,1134420
full_filtered,duration_ms,is_forward,continuous_vs_binary,-0.0008962954831930462,-0.0018615538316875007,1134420
full_filtered,duration_ms,is_hate,continuous_vs_binary,-0.0021658298408111405,-0.0023010969984756146,1134420
full_filtered,duration_ms,is_profile_enter,continuous_vs_binary,0.014790535961186006,0.02892940166419037,1134420
full_filtered,duration_ms,strong_positive,continuous_vs_binary,-0.02897572526327348,-0.03613749831720569,1134420
full_filtered,duration_ms,explicit_positive,continuous_vs_binary,-0.009612504354862871,-0.004589269427162555,1134420
full_filtered,duration_ms,deep_engagement,continuous_vs_binary,-0.0021802896441021017,0.02079891609264202,1134420
full_filtered,play_ratio,is_click,continuous_vs_binary,0.5542934346948807,0.7421982176240921,1110610
full_filtered,play_ratio,long_view,continuous_vs_binary,0.647896351187491,0.7634670667301754,1110610
full_filtered,play_ratio,is_like,continuous_vs_binary,0.1091363764337797,0.11539023537165723,1110610
full_filtered,play_ratio,is_follow,continuous_vs_binary,0.02398546276499292,0.024130065416201826,1110610
full_filtered,play_ratio,is_comment,continuous_vs_binary,0.08722996628615169,0.05705002483795015,1110610
full_filtered,play_ratio,is_forward,continuous_vs_binary,0.02461474162209767,0.0242148503958051,1110610
full_filtered,play_ratio,is_hate,continuous_vs_binary,-0.0022849465661417528,0.0003263700249827053,1110610
full_filtered,play_ratio,is_profile_enter,continuous_vs_binary,0.13218657000500036,0.144821244284883,1110610
full_filtered,play_ratio,strong_positive,continuous_vs_binary,0.132090048368793,0.12991591900178454,1110610
full_filtered,play_ratio,explicit_positive,continuous_vs_binary,0.18276608252895932,0.1914852467120319,1110610
full_filtered,play_ratio,deep_engagement,continuous_vs_binary,0.6362365696337396,0.7547208882292715,1110610
full_filtered,profile_stay_time,is_click,continuous_vs_binary,0.004446737622976603,0.009697737263668337,1134420
full_filtered,profile_stay_time,long_view,continuous_vs_binary,0.004662579519210301,0.007917933648005844,1134420
full_filtered,profile_stay_time,is_like,continuous_vs_binary,-0.00037289796843892396,0.003648489387921696,1134420
full_filtered,profile_stay_time,is_follow,continuous_vs_binary,0.016479347716624418,0.03244142377236055,1134420
full_filtered,profile_stay_time,is_comment,continuous_vs_binary,0.0024500505935157392,0.004554297490954265,1134420
full_filtered,profile_stay_time,is_forward,continuous_vs_binary,0.00026931603800743506,0.00514283019086711,1134420
full_filtered,profile_stay_time,is_hate,continuous_vs_binary,-8.99093189953269e-05,-0.00021161782047856,1134420
full_filtered,profile_stay_time,is_profile_enter,continuous_vs_binary,0.02647994306271444,0.06152798727280963,1134420
full_filtered,profile_stay_time,strong_positive,continuous_vs_binary,0.004009614169281447,0.010660310493789266,1134420
full_filtered,profile_stay_time,explicit_positive,continuous_vs_binary,0.019611728037556713,0.04590469327247431,1134420
full_filtered,profile_stay_time,deep_engagement,continuous_vs_binary,0.005798129656194842,0.01370393040372948,1134420
full_filtered,comment_stay_time,is_click,continuous_vs_binary,0.1402335808083852,0.24236878008925256,1134420
full_filtered,comment_stay_time,long_view,continuous_vs_binary,0.16831414213616505,0.26934769453001234,1134420
full_filtered,comment_stay_time,is_like,continuous_vs_binary,0.06218897369385061,0.10499499563568401,1134420
full_filtered,comment_stay_time,is_follow,continuous_vs_binary,0.0116779214782399,0.018485152105446812,1134420
full_filtered,comment_stay_time,is_comment,continuous_vs_binary,0.28194604853376437,0.2130357124613615,1134420
full_filtered,comment_stay_time,is_forward,continuous_vs_binary,0.013259670438700159,0.01490369538890726,1134420
full_filtered,comment_stay_time,is_hate,continuous_vs_binary,0.000923739688836028,0.002232728635457344,1134420
full_filtered,comment_stay_time,is_profile_enter,continuous_vs_binary,0.07446859328633071,0.12040514759531488,1134420
full_filtered,comment_stay_time,strong_positive,continuous_vs_binary,0.14325141014233297,0.16223976957707603,1134420
full_filtered,comment_stay_time,explicit_positive,continuous_vs_binary,0.14301884703007908,0.1897679519502512,1134420
full_filtered,comment_stay_time,deep_engagement,continuous_vs_binary,0.1713174145774197,0.2760824522201075,1134420
full_filtered,play_time_ms,duration_ms,continuous_vs_continuous,0.23522248209397714,0.10217641471738174,1134420
full_filtered,play_time_ms,play_ratio,continuous_vs_continuous,0.4750543283492533,0.8672001758527543,1110610
full_filtered,play_time_ms,profile_stay_time,continuous_vs_continuous,0.004154282552512254,0.00847857547502253,1134420
full_filtered,play_time_ms,comment_stay_time,continuous_vs_continuous,0.19459098368187808,0.25055217502559124,1134420
full_filtered,duration_ms,play_ratio,continuous_vs_continuous,-0.24113091800062514,-0.3613775586868036,1110610
full_filtered,duration_ms,profile_stay_time,continuous_vs_continuous,-0.001356987313599024,-0.0007343660031620288,1134420
full_filtered,duration_ms,comment_stay_time,continuous_vs_continuous,0.007193700787236355,-0.026867167897230752,1134420
full_filtered,play_ratio,profile_stay_time,continuous_vs_continuous,0.00658491158197715,0.008625328082367703,1110610
full_filtered,play_ratio,comment_stay_time,continuous_vs_continuous,0.22983374907202,0.258385871344033,1110610
full_filtered,profile_stay_time,comment_stay_time,continuous_vs_continuous,0.0030750741596228376,0.012721311236528083,1134420
train,is_click,long_view,phi_binary_pearson,0.7601116472223223,,1086518
train,is_click,is_like,phi_binary_pearson,0.1077800473928884,,1086518
train,is_click,is_follow,phi_binary_pearson,0.026993274534817185,,1086518
train,is_click,is_comment,phi_binary_pearson,0.052096526215477654,,1086518
train,is_click,is_forward,phi_binary_pearson,0.026233525650481062,,1086518
train,is_click,is_hate,phi_binary_pearson,-0.0005137448945838629,,1086518
train,is_click,is_profile_enter,phi_binary_pearson,0.15685051974164507,,1086518
train,is_click,strong_positive,phi_binary_pearson,0.1220874766561545,,1086518
train,is_click,explicit_positive,phi_binary_pearson,0.19425171978854067,,1086518
train,is_click,deep_engagement,phi_binary_pearson,0.7639423582160902,,1086518
train,long_view,is_like,phi_binary_pearson,0.09968940675550172,,1086518
train,long_view,is_follow,phi_binary_pearson,0.02427682523415178,,1086518
train,long_view,is_comment,phi_binary_pearson,0.05940689171047862,,1086518
train,long_view,is_forward,phi_binary_pearson,0.022478904353160124,,1086518
train,long_view,is_hate,phi_binary_pearson,-0.003760681379279438,,1086518
train,long_view,is_profile_enter,phi_binary_pearson,0.14725268002107436,,1086518
train,long_view,strong_positive,phi_binary_pearson,0.11611236117674963,,1086518
train,long_view,explicit_positive,phi_binary_pearson,0.1837805507895819,,1086518
train,long_view,deep_engagement,phi_binary_pearson,0.9733036223761994,,1086518
train,is_like,is_follow,phi_binary_pearson,0.09319791691024994,,1086518
train,is_like,is_comment,phi_binary_pearson,0.05107165712897252,,1086518
train,is_like,is_forward,phi_binary_pearson,0.0326723014870947,,1086518
train,is_like,is_hate,phi_binary_pearson,-0.00017525915539532487,,1086518
train,is_like,is_profile_enter,phi_binary_pearson,0.05973441884966405,,1086518
train,is_like,strong_positive,phi_binary_pearson,0.9147353706306447,,1086518
train,is_like,explicit_positive,phi_binary_pearson,0.6307630163135929,,1086518
train,is_like,deep_engagement,phi_binary_pearson,0.1887387342060331,,1086518
train,is_follow,is_comment,phi_binary_pearson,0.004835469816465473,,1086518
train,is_follow,is_forward,phi_binary_pearson,0.009459800449702158,,1086518
train,is_follow,is_hate,phi_binary_pearson,0.0008083058708270513,,1086518
train,is_follow,is_profile_enter,phi_binary_pearson,0.04672681877584863,,1086518
train,is_follow,strong_positive,phi_binary_pearson,0.20614340608982717,,1086518
train,is_follow,explicit_positive,phi_binary_pearson,0.14214781760186745,,1086518
train,is_follow,deep_engagement,phi_binary_pearson,0.042533881141481815,,1086518
train,is_comment,is_forward,phi_binary_pearson,0.008233315318395745,,1086518
train,is_comment,is_hate,phi_binary_pearson,0.0007159404206640018,,1086518
train,is_comment,is_profile_enter,phi_binary_pearson,0.02582664551177038,,1086518
train,is_comment,strong_positive,phi_binary_pearson,0.33863268616937886,,1086518
train,is_comment,explicit_positive,phi_binary_pearson,0.23350684953104625,,1086518
train,is_comment,deep_engagement,phi_binary_pearson,0.06987059492882314,,1086518
train,is_forward,is_hate,phi_binary_pearson,0.007953782363626347,,1086518
train,is_forward,is_profile_enter,phi_binary_pearson,0.010223737878150816,,1086518
train,is_forward,strong_positive,phi_binary_pearson,0.20800904023984998,,1086518
train,is_forward,explicit_positive,phi_binary_pearson,0.14343428039929018,,1086518
train,is_forward,deep_engagement,phi_binary_pearson,0.04291882026078635,,1086518
train,is_hate,is_profile_enter,phi_binary_pearson,-0.001901782695444714,,1086518
train,is_hate,strong_positive,phi_binary_pearson,0.00177966680574952,,1086518
train,is_hate,explicit_positive,phi_binary_pearson,3.268918050949224e-05,,1086518
train,is_hate,deep_engagement,phi_binary_pearson,-0.0033117102111090793,,1086518
train,is_profile_enter,strong_positive,phi_binary_pearson,0.06932548630836369,,1086518
train,is_profile_enter,explicit_positive,phi_binary_pearson,0.7410612356216081,,1086518
train,is_profile_enter,deep_engagement,phi_binary_pearson,0.22174248642194186,,1086518
train,strong_positive,explicit_positive,phi_binary_pearson,0.6895579164919807,,1086518
train,strong_positive,deep_engagement,phi_binary_pearson,0.20633151430003926,,1086518
train,explicit_positive,deep_engagement,phi_binary_pearson,0.2992228924724928,,1086518
train,play_time_ms,is_click,continuous_vs_binary,0.5224343081355843,0.8236323759027574,1086518
train,play_time_ms,long_view,continuous_vs_binary,0.6361650154714006,0.8079133529633289,1086518
train,play_time_ms,is_like,continuous_vs_binary,0.07564116327223283,0.10135889099890108,1086518
train,play_time_ms,is_follow,continuous_vs_binary,0.03169217682072806,0.026386416087710616,1086518
train,play_time_ms,is_comment,continuous_vs_binary,0.054663591660747225,0.055084527013894526,1086518
train,play_time_ms,is_forward,continuous_vs_binary,0.023311033932029407,0.025564390080658944,1086518
train,play_time_ms,is_hate,continuous_vs_binary,-0.0036818138592641173,0.0010453519898696996,1086518
train,play_time_ms,is_profile_enter,continuous_vs_binary,0.19438790694243227,0.1572544146113827,1086518
train,play_time_ms,strong_positive,continuous_vs_binary,0.09437515600829137,0.11732906963237684,1086518
train,play_time_ms,explicit_positive,continuous_vs_binary,0.2011392815737861,0.1918146912966349,1086518
train,play_time_ms,deep_engagement,continuous_vs_binary,0.6206158901294778,0.7961154589771405,1086518
train,duration_ms,is_click,continuous_vs_binary,0.012415587643021963,0.03737492858614314,1086518
train,duration_ms,long_view,continuous_vs_binary,0.004321571253736213,0.02979837931796075,1086518
train,duration_ms,is_like,continuous_vs_binary,-0.03107301710646697,-0.03828973556184696,1086518
train,duration_ms,is_follow,continuous_vs_binary,0.004004868811064233,0.004717733846539365,1086518
train,duration_ms,is_comment,continuous_vs_binary,-0.005710225472682628,-0.007291107053759207,1086518
train,duration_ms,is_forward,continuous_vs_binary,-0.0011355916979005967,-0.00196459886986123,1086518
train,duration_ms,is_hate,continuous_vs_binary,-0.0021655619944792926,-0.002370160230406882,1086518
train,duration_ms,is_profile_enter,continuous_vs_binary,0.01509359126195709,0.029161761118945802,1086518
train,duration_ms,strong_positive,continuous_vs_binary,-0.029211318359205204,-0.03613843688540644,1086518
train,duration_ms,explicit_positive,continuous_vs_binary,-0.00948071071249447,-0.004328079625664094,1086518
train,duration_ms,deep_engagement,continuous_vs_binary,-0.0010109874940256313,0.02195063898810946,1086518
train,play_ratio,is_click,continuous_vs_binary,0.5544250631545705,0.7418042384667227,1063777
train,play_ratio,long_view,continuous_vs_binary,0.6480411632315703,0.7629282910080907,1063777
train,play_ratio,is_like,continuous_vs_binary,0.10909294288217114,0.11579287302311367,1063777
train,play_ratio,is_follow,continuous_vs_binary,0.023628629746498462,0.023750579900863985,1063777
train,play_ratio,is_comment,continuous_vs_binary,0.08622532629680019,0.05729053376333636,1063777
train,play_ratio,is_forward,continuous_vs_binary,0.024761574212418227,0.024172749094176525,1063777
train,play_ratio,is_hate,continuous_vs_binary,-0.002143397000501909,0.0007087974696866795,1063777
train,play_ratio,is_profile_enter,continuous_vs_binary,0.13309930329427996,0.1456524707764022,1063777
train,play_ratio,strong_positive,continuous_vs_binary,0.131925040689225,0.13029608065294215,1063777
train,play_ratio,explicit_positive,continuous_vs_binary,0.18325967821701877,0.19239112160979369,1063777
train,play_ratio,deep_engagement,continuous_vs_binary,0.6363878351694167,0.7542096282125119,1063777
train,profile_stay_time,is_click,continuous_vs_binary,0.004452193885242569,0.009440988926610069,1086518
train,profile_stay_time,long_view,continuous_vs_binary,0.004832058009824984,0.008250413689223378,1086518
train,profile_stay_time,is_like,continuous_vs_binary,-0.00036667755170782465,0.003996549211441027,1086518
train,profile_stay_time,is_follow,continuous_vs_binary,0.01696358420773391,0.03198521840069167,1086518
train,profile_stay_time,is_comment,continuous_vs_binary,0.002503908261620162,0.004855869180120544,1086518
train,profile_stay_time,is_forward,continuous_vs_binary,0.0002805524025636766,0.005503445170881521,1086518
train,profile_stay_time,is_hate,continuous_vs_binary,-8.979792225245371e-05,-0.00020757308532602477,1086518
train,profile_stay_time,is_profile_enter,continuous_vs_binary,0.026420122074318157,0.06014925762804709,1086518
train,profile_stay_time,strong_positive,continuous_vs_binary,0.004101793285142781,0.010846380949100693,1086518
train,profile_stay_time,explicit_positive,continuous_vs_binary,0.019597545738845975,0.044975301784485416,1086518
train,profile_stay_time,deep_engagement,continuous_vs_binary,0.0058099789670560675,0.013467335519241995,1086518
train,comment_stay_time,is_click,continuous_vs_binary,0.14141624726245264,0.24368889915080813,1086518
train,comment_stay_time,long_view,continuous_vs_binary,0.16969207531725577,0.2708708412581605,1086518
train,comment_stay_time,is_like,continuous_vs_binary,0.06245316222623811,0.10501360744436973,1086518
train,comment_stay_time,is_follow,continuous_vs_binary,0.012064850531809817,0.019137896344640495,1086518
train,comment_stay_time,is_comment,continuous_vs_binary,0.28381739387748933,0.2133645616981424,1086518
train,comment_stay_time,is_forward,continuous_vs_binary,0.013629185575641042,0.015192819631740838,1086518
train,comment_stay_time,is_hate,continuous_vs_binary,0.000766222933498217,0.002319870586017248,1086518
train,comment_stay_time,is_profile_enter,continuous_vs_binary,0.07556176826082944,0.12113531983788754,1086518
train,comment_stay_time,strong_positive,continuous_vs_binary,0.14487343381262105,0.16271906426541827,1086518
train,comment_stay_time,explicit_positive,continuous_vs_binary,0.14458555037024923,0.19053019022393725,1086518
train,comment_stay_time,deep_engagement,continuous_vs_binary,0.17285865304415868,0.2777020026213102,1086518
train,play_time_ms,duration_ms,continuous_vs_continuous,0.23600790575963654,0.10265163576848431,1086518
train,play_time_ms,play_ratio,continuous_vs_continuous,0.4750399725310941,0.8677251254894294,1063777
train,play_time_ms,profile_stay_time,continuous_vs_continuous,0.004274757417141588,0.008697675263902907,1086518
train,play_time_ms,comment_stay_time,continuous_vs_continuous,0.19484881976657256,0.25179852372447903,1086518
train,duration_ms,play_ratio,continuous_vs_continuous,-0.24039934982325473,-0.35977810027361895,1063777
train,duration_ms,profile_stay_time,continuous_vs_continuous,-0.0013051722873449994,-0.000389922712901449,1086518
train,duration_ms,comment_stay_time,continuous_vs_continuous,0.007779308029925501,-0.026843321321129213,1086518
train,play_ratio,profile_stay_time,continuous_vs_continuous,0.006691354532650064,0.008724157991244803,1063777
train,play_ratio,comment_stay_time,continuous_vs_continuous,0.22770110798242352,0.25974207428055435,1063777
train,profile_stay_time,comment_stay_time,continuous_vs_continuous,0.0031343441603067534,0.01242588726767805,1086518
validation,is_click,long_view,phi_binary_pearson,0.767709173736099,,23951
validation,is_click,is_like,phi_binary_pearson,0.09868931546961447,,23951
validation,is_click,is_follow,phi_binary_pearson,0.02564209788425485,,23951
validation,is_click,is_comment,phi_binary_pearson,0.043696112461616664,,23951
validation,is_click,is_forward,phi_binary_pearson,0.026706024597075703,,23951
validation,is_click,is_hate,phi_binary_pearson,-0.012903085663239387,,23951
validation,is_click,is_profile_enter,phi_binary_pearson,0.142542636818848,,23951
validation,is_click,strong_positive,phi_binary_pearson,0.11187883523840547,,23951
validation,is_click,explicit_positive,phi_binary_pearson,0.17606211153998128,,23951
validation,is_click,deep_engagement,phi_binary_pearson,0.7702313825171634,,23951
validation,long_view,is_like,phi_binary_pearson,0.08573931192151989,,23951
validation,long_view,is_follow,phi_binary_pearson,0.022924436273146897,,23951
validation,long_view,is_comment,phi_binary_pearson,0.05178075155795072,,23951
validation,long_view,is_forward,phi_binary_pearson,0.01625443693810042,,23951
validation,long_view,is_hate,phi_binary_pearson,-0.011921224071913934,,23951
validation,long_view,is_profile_enter,phi_binary_pearson,0.12912644104781554,,23951
validation,long_view,strong_positive,phi_binary_pearson,0.09969589365098765,,23951
validation,long_view,explicit_positive,phi_binary_pearson,0.15756620535641253,,23951
validation,long_view,deep_engagement,phi_binary_pearson,0.9722536166495643,,23951
validation,is_like,is_follow,phi_binary_pearson,0.09216592061066611,,23951
validation,is_like,is_comment,phi_binary_pearson,0.04635221924565652,,23951
validation,is_like,is_forward,phi_binary_pearson,0.005347081361325431,,23951
validation,is_like,is_hate,phi_binary_pearson,-0.003029375781081753,,23951
validation,is_like,is_profile_enter,phi_binary_pearson,0.06124039405870937,,23951
validation,is_like,strong_positive,phi_binary_pearson,0.9218382895540913,,23951
validation,is_like,explicit_positive,phi_binary_pearson,0.6548106519108796,,23951
validation,is_like,deep_engagement,phi_binary_pearson,0.18422794521485375,,23951
validation,is_follow,is_comment,phi_binary_pearson,0.02520495526965649,,23951
validation,is_follow,is_forward,phi_binary_pearson,-0.0010606739762779305,,23951
validation,is_follow,is_hate,phi_binary_pearson,-0.000733340153428481,,23951
validation,is_follow,is_profile_enter,phi_binary_pearson,0.026820148584931952,,23951
validation,is_follow,strong_positive,phi_binary_pearson,0.22315522455799477,,23951
validation,is_follow,explicit_positive,phi_binary_pearson,0.1585141556018696,,23951
validation,is_follow,deep_engagement,phi_binary_pearson,0.0445972237757282,,23951
validation,is_comment,is_forward,phi_binary_pearson,-0.0014180373965162027,,23951
validation,is_comment,is_hate,phi_binary_pearson,-0.0009804179089767993,,23951
validation,is_comment,is_profile_enter,phi_binary_pearson,0.03499685120063194,,23951
validation,is_comment,strong_positive,phi_binary_pearson,0.29834092353397135,,23951
validation,is_comment,explicit_positive,phi_binary_pearson,0.2119209158967248,,23951
validation,is_comment,deep_engagement,phi_binary_pearson,0.05962296851734345,,23951
validation,is_forward,is_hate,phi_binary_pearson,-0.000664576511255693,,23951
validation,is_forward,is_profile_enter,phi_binary_pearson,-0.004827728587245246,,23951
validation,is_forward,strong_positive,phi_binary_pearson,0.20223046551029597,,23951
validation,is_forward,explicit_positive,phi_binary_pearson,0.14365064291383653,,23951
validation,is_forward,deep_engagement,phi_binary_pearson,0.040415443297356086,,23951
validation,is_hate,is_profile_enter,phi_binary_pearson,-0.0033378467861587303,,23951
validation,is_hate,strong_positive,phi_binary_pearson,-0.0032862334049360135,,23951
validation,is_hate,explicit_positive,phi_binary_pearson,-0.004626338579315055,,23951
validation,is_hate,deep_engagement,phi_binary_pearson,-0.012408492388198982,,23951
validation,is_profile_enter,strong_positive,phi_binary_pearson,0.06963463725934464,,23951
validation,is_profile_enter,explicit_positive,phi_binary_pearson,0.7214877875741011,,23951
validation,is_profile_enter,deep_engagement,phi_binary_pearson,0.20298724862600165,,23951
validation,strong_positive,explicit_positive,phi_binary_pearson,0.7103313664998876,,23951
validation,strong_positive,deep_engagement,phi_binary_pearson,0.19984844120975537,,23951
validation,explicit_positive,deep_engagement,phi_binary_pearson,0.28134537011155464,,23951
validation,play_time_ms,is_click,continuous_vs_binary,0.5190476023561151,0.829429348336805,23951
validation,play_time_ms,long_view,continuous_vs_binary,0.6289516085506884,0.8206898987271449,23951
validation,play_time_ms,is_like,continuous_vs_binary,0.0714701785059159,0.09218829058889261,23951
validation,play_time_ms,is_follow,continuous_vs_binary,0.02724262623623629,0.0264963012323505,23951
validation,play_time_ms,is_comment,continuous_vs_binary,0.0479442962955463,0.04831857940533262,23951
validation,play_time_ms,is_forward,continuous_vs_binary,0.03750199277908875,0.021131759757997953,23951
validation,play_time_ms,is_hate,continuous_vs_binary,-0.008593602887655516,-0.012367232718473198,23951
validation,play_time_ms,is_profile_enter,continuous_vs_binary,0.1641088873572543,0.13982455900856622,23951
validation,play_time_ms,strong_positive,continuous_vs_binary,0.08833357494937627,0.10521314539811168,23951
validation,play_time_ms,explicit_positive,continuous_vs_binary,0.17092860603570276,0.1691111059839283,23951
validation,play_time_ms,deep_engagement,continuous_vs_binary,0.6126567465843881,0.8066668424241167,23951
validation,duration_ms,is_click,continuous_vs_binary,-0.009267318605875348,0.021278237455572734,23951
validation,duration_ms,long_view,continuous_vs_binary,-0.019281268660060413,0.010585917817928907,23951
validation,duration_ms,is_like,continuous_vs_binary,-0.02835100329787733,-0.03880862657621789,23951
validation,duration_ms,is_follow,continuous_vs_binary,0.000355769792898108,8.509009017327754e-05,23951
validation,duration_ms,is_comment,continuous_vs_binary,-0.004887715620577411,-0.008322253575221655,23951
validation,duration_ms,is_forward,continuous_vs_binary,0.0023424757982208463,-0.005360802737477977,23951
validation,duration_ms,is_hate,continuous_vs_binary,-0.004538361053414526,0.0007075731398955217,23951
validation,duration_ms,is_profile_enter,continuous_vs_binary,0.00597828828821593,0.025750315879782836,23951
validation,duration_ms,strong_positive,continuous_vs_binary,-0.027150459737675367,-0.03936431958661136,23951
validation,duration_ms,explicit_positive,continuous_vs_binary,-0.017955279682446295,-0.011865937396609575,23951
validation,duration_ms,deep_engagement,continuous_vs_binary,-0.026039499907152906,0.0019063251106655784,23951
validation,play_ratio,is_click,continuous_vs_binary,0.5411389430676581,0.7480213299203584,23452
validation,play_ratio,long_view,continuous_vs_binary,0.6311743479226444,0.7743838143448718,23452
validation,play_ratio,is_like,continuous_vs_binary,0.11863508620033708,0.1045289750012468,23452
